date,open,high,low,close,volume,bitcoin,buy bitcoin,sell bitcoin,hourly_chg,label
1/3/2021 16:00,33505.15,33822.69,32650,32676.74,7983.739125,11.67202288,43.89318182,44.76186427,-828.41,DOWN
1/3/2021 17:00,32676.75,33333.33,32454.73,32909.27,7447.809163,11.4475609,43.109375,43.74454917,232.52,UP
1/3/2021 18:00,32907.51,33031.57,32267,32769.76,4707.199943,11.22309892,42.32556818,50.86575485,-137.75,DOWN
1/3/2021 19:00,32769.79,32930,32455.71,32772.21,2288.439412,11.4475609,39.97414773,40.69260388,2.42,UP
1/3/2021 20:00,32775.1,33816,32727.1,33726.21,5420.678183,11.22309892,39.97414773,48.83112466,951.11,UP
1/3/2021 21:00,33725.72,33861.92,33506,33558.34,2123.067992,11.4475609,43.109375,48.83112466,-167.38,DOWN
1/3/2021 22:00,33559.06,33661.1,33000,33119.14,2841.033093,11.4475609,47.02840909,52.90038504,-439.92,DOWN
1/3/2021 23:00,33119.14,33600,32600,33000.05,5077.560592,11.4475609,52.51505682,60.02159072,-119.09,DOWN
1/4/2021 0:00,33000.05,33111.44,32400.25,32843.88,4792.206831,10.10078903,48.59602273,53.91770014,-156.17,DOWN
1/4/2021 1:00,32843.89,33327,32602.47,33191.04,3390.023872,9.427403095,45.46079545,49.84843975,347.15,UP
1/4/2021 2:00,33191.05,33588,32958.38,33454.22,3180.350783,8.978479138,48.59602273,49.84843975,263.17,UP
1/4/2021 3:00,33454.21,33510.71,33160,33505.16,3174.209134,8.978479138,49.37982955,47.81380956,50.95,UP
1/4/2021 4:00,33505.15,33600,33186.14,33257.55,3167.029273,9.202941116,47.02840909,46.79649446,-247.6,DOWN
1/4/2021 5:00,33257.56,33315.9,32802.25,32813.01,3990.70088,9.202941116,40.75795455,43.74454917,-444.55,DOWN
1/4/2021 6:00,32813.01,33408,32813,33100.02,4768.764928,9.427403095,35.27130682,47.81380956,287.01,UP
1/4/2021 7:00,33100.02,33148.69,31505,32068.84,9472.376828,9.651865073,29.78465909,33.5713982,-1031.18,DOWN
1/4/2021 8:00,32068.84,32567.88,31450,32045.14,6529.253248,9.651865073,27.43323864,39.67528878,-23.7,DOWN
1/4/2021 9:00,32045.15,32152.15,30248.85,31038.63,11271.89653,9.876327052,23.51420455,31.53676801,-1006.52,DOWN
1/4/2021 10:00,31038.35,31227.33,28130,30270.76,19376.83118,11.67202288,25.865625,44.76186427,-767.59,DOWN
1/4/2021 11:00,30270.76,30900.2,29400,30743.06,9413.490067,10.99863694,25.865625,31.53676801,472.3,UP
1/4/2021 12:00,30742.99,31434.07,30454.25,31219.02,8316.880828,10.32525101,25.865625,29.50213781,476.03,UP
1/4/2021 13:00,31219.03,31400,30600,31400,5474.654787,10.10078903,26.64943182,28.48482272,180.97,UP
1/4/2021 14:00,31400,32167.93,31400,32113.68,7479.383587,10.32525101,28.21704545,29.50213781,713.68,UP
1/4/2021 15:00,32113.68,32185.67,31550,31745.72,5321.620251,10.10078903,28.21704545,28.48482272,-367.96,DOWN
1/4/2021 16:00,31745.71,31920,30723,31320.31,8174.285783,10.10078903,28.21704545,32.5540831,-425.4,DOWN
1/4/2021 17:00,31320.3,31523.01,30626.36,31024.17,4962.562729,9.876327052,27.43323864,31.53676801,-296.13,DOWN
1/4/2021 18:00,31022.25,31465.44,31001,31165.16,3361.43987,9.876327052,27.43323864,29.50213781,142.91,UP
1/4/2021 19:00,31165.16,31855.75,31104.99,31665.51,3388.372221,9.651865073,29.78465909,34.5887133,500.35,UP
1/4/2021 20:00,31665.52,31830.95,31210,31244.97,2850.963087,9.427403095,28.21704545,29.50213781,-420.55,DOWN
1/4/2021 21:00,31244.97,31579,30856.08,31014.27,3202.456127,9.651865073,29.78465909,34.5887133,-230.7,DOWN
1/4/2021 22:00,31014.27,31474.78,30950,31332.05,1646.484138,9.427403095,32.13607955,34.5887133,317.78,UP
1/4/2021 23:00,31332.05,32031.01,31150,31988.71,4193.648728,8.978479138,34.4875,36.62334349,656.66,UP
1/5/2021 0:00,31989.75,32853.38,31989.74,32430.49,7707.64341,8.754017159,35.27130682,42.72723407,440.74,UP
1/5/2021 1:00,32430.69,32796,32224.25,32786.06,4246.96065,8.080631224,34.4875,34.5887133,355.37,UP
1/5/2021 2:00,32786.05,32828.26,32221.1,32306.64,3163.430044,7.856169246,36.83892045,33.5713982,-479.41,DOWN
1/5/2021 3:00,32306.64,32536.09,31130.86,31200,5695.044496,7.631707267,34.4875,33.5713982,-1106.64,DOWN
1/5/2021 4:00,31190.04,31538.45,30418,30858.98,7229.486366,7.631707267,33.70369318,35.60602839,-331.06,DOWN
1/5/2021 5:00,30858.98,31366.16,29900,30436.25,6366.976124,7.631707267,30.56846591,26.45019252,-422.73,DOWN
1/5/2021 6:00,30436.26,31270.43,29900,31123.25,6611.210735,7.856169246,23.51420455,27.46750762,686.99,UP
1/5/2021 7:00,31123.25,31312.03,30759.47,30817.77,2811.383953,7.631707267,21.16278409,23.39824723,-305.48,DOWN
1/5/2021 8:00,30817.78,31522.19,30817.78,31192.09,3237.120957,7.856169246,20.37897727,22.38093213,374.31,UP
1/5/2021 9:00,31192.16,31821.94,31157.9,31569.63,3935.597979,7.18278331,18.81136364,17.29435665,377.47,UP
1/5/2021 10:00,31569.63,31687.11,31088.33,31345.77,3174.760396,7.18278331,18.02755682,17.29435665,-223.86,DOWN
1/5/2021 11:00,31347.73,31777,31284.15,31776.66,2908.121768,7.407245289,18.81136364,22.38093213,428.93,UP
1/5/2021 12:00,31776.66,32057.13,31563.84,31585.01,4161.551334,7.407245289,21.16278409,21.36361704,-191.65,DOWN
1/5/2021 13:00,31585,31900,31416.27,31460.01,2523.023165,7.407245289,23.51420455,22.38093213,-124.99,DOWN
1/5/2021 14:00,31460.11,32375.07,31111.78,32342.33,5942.102854,7.407245289,23.51420455,22.38093213,882.22,UP
1/5/2021 15:00,32343.61,32374.31,31929.41,32099.98,3616.599016,7.631707267,25.865625,23.39824723,-243.63,DOWN
1/5/2021 16:00,32099.97,32670,31763.23,32469.9,4926.171616,7.631707267,25.865625,24.41556233,369.93,UP
1/5/2021 17:00,32469.9,32790,32254.18,32742.73,3599.645718,7.856169246,26.64943182,28.48482272,272.83,UP
1/5/2021 18:00,32742.73,33433.55,32650.03,33372.84,6647.009921,8.754017159,31.35227273,31.53676801,630.11,UP
1/5/2021 19:00,33372.83,34187.09,33098.82,33697.75,8659.338503,9.651865073,36.83892045,39.67528878,324.92,UP
1/5/2021 20:00,33693.8,34044.13,33318,33969.17,5800.653907,9.876327052,34.4875,38.65797369,275.37,UP
1/5/2021 21:00,33968.66,33996.03,33471.94,33699.63,3682.074151,9.651865073,36.83892045,45.77917936,-269.03,DOWN
1/5/2021 22:00,33699.63,34360,33695.6,34183.42,4616.403334,10.10078903,41.54176136,49.84843975,483.79,UP
1/5/2021 23:00,34183.43,34284.91,33650,33949.53,4787.686641,9.427403095,42.32556818,43.74454917,-233.9,DOWN
1/6/2021 0:00,33949.53,34107.59,33288,33918.01,6106.351924,8.080631224,36.83892045,37.64065859,-31.52,DOWN
1/6/2021 1:00,33918.01,34018.93,33513.05,33811.28,3237.659354,7.631707267,37.62272727,33.5713982,-106.73,DOWN
1/6/2021 2:00,33811.28,34135.84,33768.32,33873.3,3252.254556,7.407245289,37.62272727,37.64065859,62.02,UP
1/6/2021 3:00,33873.3,34170,33652,34117.59,3183.088045,7.18278331,37.62272727,39.67528878,244.29,UP
1/6/2021 4:00,34116.76,35766.58,34109.83,35325.91,12735.41763,9.427403095,44.67698864,51.88306995,1209.15,UP
1/6/2021 5:00,35326.82,35590,34510,34978.91,5595.783676,9.876327052,47.02840909,59.00427562,-347.91,DOWN
1/6/2021 6:00,34977.27,35229.1,34782.44,35125.51,3923.026403,9.427403095,37.62272727,44.76186427,148.24,UP
1/6/2021 7:00,35125.49,35248.63,34350,34676.4,3898.737284,9.427403095,32.13607955,35.60602839,-449.09,DOWN
1/6/2021 8:00,34666.8,34950.77,34015,34594.28,5094.759196,9.202941116,26.64943182,32.5540831,-72.52,DOWN
1/6/2021 9:00,34596.08,34607.69,33357.9,33919.5,5753.91297,8.305093203,25.08181818,25.43287742,-676.58,DOWN
1/6/2021 10:00,33919.5,34550,33834.61,34417.36,3851.574259,8.529555181,24.29801136,25.43287742,497.86,UP
1/6/2021 11:00,34417.37,35200,34342.87,34918.53,6362.804142,8.754017159,25.08181818,26.45019252,501.16,UP
1/6/2021 12:00,34918.54,35088,34415.61,34929.87,4569.514665,8.978479138,25.865625,25.43287742,11.33,UP
1/6/2021 13:00,34929.87,35050,34300,34550,4296.272331,8.754017159,29.00085227,25.43287742,-379.87,DOWN
1/6/2021 14:00,34549.99,34593.5,34052.42,34213.46,5728.368095,8.754017159,27.43323864,26.45019252,-336.53,DOWN
1/6/2021 15:00,34213.58,34790,34150,34566.19,4050.156848,9.202941116,32.13607955,32.5540831,352.61,UP
1/6/2021 16:00,34566.18,35076.42,34372.92,34612.41,6142.986291,9.427403095,32.13607955,31.53676801,46.23,UP
1/6/2021 17:00,34615.98,35057.81,34562,34898.52,3410.29344,9.202941116,32.13607955,29.50213781,282.54,UP
1/6/2021 18:00,34898.52,35245,34894.22,35215.75,3704.008481,9.651865073,32.91988636,31.53676801,317.23,UP
1/6/2021 19:00,35215.75,35695,34652.6,34816.72,5619.207768,9.876327052,32.13607955,35.60602839,-399.03,DOWN
1/6/2021 20:00,34818.95,36250,34280,36015.88,10922.41272,10.32525101,30.56846591,32.5540831,1196.93,UP
1/6/2021 21:00,36015.16,36470,35650,35874.16,7481.324348,11.4475609,36.05511364,44.76186427,-141,DOWN
1/6/2021 22:00,35869.97,36379.99,35700.92,35989.63,2717.847393,11.22309892,37.62272727,44.76186427,119.66,UP
1/6/2021 23:00,35989.64,36939.21,35949.12,36769.36,5501.43949,10.99863694,43.109375,45.77917936,779.72,UP
1/7/2021 0:00,36769.36,37287.63,36422.71,37150.66,6259.578978,10.99863694,43.109375,45.77917936,381.3,UP
1/7/2021 1:00,37150.66,37227.61,36615.83,36871.47,4542.03973,10.13599875,38.9375,42.62199458,-279.19,DOWN
1/7/2021 2:00,36871.47,37087.01,36456,36962.37,4112.981009,9.057701013,38.2421875,42.62199458,90.9,UP
1/7/2021 3:00,36962.37,37699,36926.53,37454.48,4747.646909,9.704679656,41.71875,48.14706795,492.11,UP
1/7/2021 4:00,37452.62,37550,37056.12,37450.95,4099.953841,9.489020108,41.0234375,44.98988317,-1.67,DOWN
1/7/2021 5:00,37450.95,37700.8,37100.77,37347.2,4337.600291,9.704679656,36.15625,37.09692121,-103.75,DOWN
1/7/2021 6:00,37347.2,37439.75,36710,37130.84,4095.35114,9.704679656,30.59375,33.93973643,-216.36,DOWN
1/7/2021 7:00,37130.85,37338.72,36720,36859.85,3782.276886,9.704679656,24.3359375,23.67888588,-271,DOWN
1/7/2021 8:00,36863.04,37350,36300,37217.55,5254.610209,9.489020108,22.25,26.04677447,354.51,UP
1/7/2021 9:00,37217.55,37500.99,36905,37492.69,4407.045594,9.273360561,21.5546875,19.7324049,275.14,UP
1/7/2021 10:00,37492.7,37500,36920,37045.45,3236.822718,9.273360561,22.25,23.67888588,-447.25,DOWN
1/7/2021 11:00,37045.45,37913.72,37038.97,37822.09,4315.490397,9.489020108,20.1640625,23.67888588,776.64,UP
1/7/2021 12:00,37825.64,38200,37518,37941.36,6363.359069,10.99863694,27.8125,33.15044023,115.72,UP
1/7/2021 13:00,37941.37,38429,37900,38161.6,5364.346066,11.42995604,31.2890625,33.15044023,220.23,UP
1/7/2021 14:00,38161.6,38644.76,38079.02,38453.97,5516.633701,11.42995604,34.0703125,38.6755136,292.37,UP
1/7/2021 15:00,38450.51,38970.42,38062.75,38970.42,5401.362641,11.86127514,36.15625,39.4648098,519.91,UP
1/7/2021 16:00,38970.41,39500,38921.49,39120.01,8054.616114,14.66484926,46.5859375,49.72566034,149.6,UP
1/7/2021 17:00,39120.01,39775,39101.36,39732.92,4853.729905,15.3118279,50.0625,48.14706795,612.91,UP
1/7/2021 18:00,39732.92,40365,36500,38948.48,16920.67287,21.56595479,69.53125,78.92961959,-784.44,DOWN
1/7/2021 19:00,38907.58,39236.12,37493.52,39062,9539.541292,18.54672112,59.1015625,54.46143752,154.42,UP
1/7/2021 20:00,39061.99,39199.33,38352.88,39109.38,4364.133612,17.03710429,56.3203125,54.46143752,47.39,UP
1/7/2021 21:00,39111.34,39882.07,38908.11,39687.11,4533.614789,17.25276383,63.2734375,60.77580709,575.77,UP
1/7/2021 22:00,39687.11,39969,39150,39665.92,2855.62721,16.60578519,66.75,67.09017665,-21.19,DOWN
1/7/2021 23:00,39666,39680.54,38541.38,39432.28,5866.665465,15.09616835,64.6640625,64.72228807,-233.72,DOWN
1/8/2021 0:00,39432.48,39699.87,38793.23,38793.23,3387.174889,13.58655152,63.96875,52.09354893,-639.25,DOWN
1/8/2021 1:00,38793.24,39000,37800,38681.37,5775.389265,12.07693468,57.7109375,44.98988317,-111.87,DOWN
1/8/2021 2:00,38681.38,38692.83,36500,37181.74,9364.247135,12.07693468,54.9296875,52.09354893,-1499.64,DOWN
1/8/2021 3:00,37181.74,38460.13,37068.4,38347.1,5036.746918,11.21429649,53.5390625,48.93636415,1165.36,UP
1/8/2021 4:00,38347.11,38949.97,38155.61,38668.92,5126.666402,10.7829774,49.3671875,45.77917936,321.81,UP
1/8/2021 5:00,38668.92,38700,37895,37975.25,4384.158743,10.99863694,42.4140625,41.04340219,-693.67,DOWN
1/8/2021 6:00,37980.53,38685.13,37563.92,38537.94,3989.761815,11.21429649,37.546875,37.09692121,557.41,UP
1/8/2021 7:00,38538.99,39143.8,38280.16,38930.55,4177.46546,11.21429649,30.59375,30.78255164,391.56,UP
1/8/2021 8:00,38929.56,38985.06,38414.7,38648.95,3277.73807,10.99863694,28.5078125,29.99325545,-280.61,DOWN
1/8/2021 9:00,38648.96,39374.22,38222,39358.34,3995.803833,10.56731785,25.03125,25.25747827,709.38,UP
1/8/2021 10:00,39358.99,41057.79,39220,40721.45,10298.22133,11.64561559,29.8984375,30.78255164,1362.46,UP
1/8/2021 11:00,40722.71,41500.45,40345.39,41286.67,9286.549999,14.23353016,36.15625,42.62199458,563.96,UP
1/8/2021 12:00,41286.67,41785.9,40857.37,41316.91,7590.278927,14.66484926,38.9375,41.04340219,30.24,UP
1/8/2021 13:00,41318.03,41641.83,40700,41311.18,5331.452666,14.01787061,44.5,44.98988317,-6.85,DOWN
1/8/2021 14:00,41313.24,41564.72,40970.22,41454.13,3918.180651,14.23353016,48.671875,46.56847556,140.89,UP
1/8/2021 15:00,41454.13,41950,39777,40829.08,12863.95162,14.23353016,47.28125,46.56847556,-625.05,DOWN
1/8/2021 16:00,40829.07,41600,40359.67,41303.42,6293.058759,13.58655152,45.1953125,41.04340219,474.35,UP
1/8/2021 17:00,41303.41,41556.19,40888.88,41009.07,3675.204655,13.80221107,46.5859375,44.20058697,-294.34,DOWN
1/8/2021 18:00,41009.08,41153,39800,39920.39,6673.747782,13.80221107,48.671875,42.62199458,-1088.69,DOWN
1/8/2021 19:00,39920.67,40700,39900.35,40365.09,3881.072464,13.15523242,44.5,41.04340219,444.42,UP
1/8/2021 20:00,40365.09,40500,38888,39059.15,9598.073547,13.37089197,43.8046875,36.30762501,-1305.94,DOWN
1/8/2021 21:00,39062.88,40116.37,38652,40075.82,6171.364208,13.58655152,45.1953125,41.83269838,1012.94,UP
1/8/2021 22:00,40075.82,40785,39740.95,40674.45,3008.048563,13.37089197,50.0625,41.83269838,598.63,UP
1/8/2021 23:00,40672.02,40937.77,40465.76,40582.81,2685.599805,12.72391333,52.1484375,48.93636415,-89.21,DOWN
1/9/2021 0:00,40586.96,40976.13,39980.27,40283.56,4382.254983,11.42995604,50.0625,44.98988317,-303.4,DOWN
1/9/2021 1:00,40286.09,40321.92,39710,40198.56,4543.736056,10.3516583,47.9765625,43.41129078,-87.53,DOWN
1/9/2021 2:00,40196.51,40561.97,39500,39973,3032.046541,9.920339204,49.3671875,37.8862174,-223.51,DOWN
1/9/2021 3:00,39973,40376.69,39709.61,40211.59,1917.78678,9.704679656,52.1484375,38.6755136,238.59,UP
1/9/2021 4:00,40209.91,40490,39805.03,40206.44,1976.484373,9.489020108,47.28125,38.6755136,-3.47,DOWN
1/9/2021 5:00,40206.43,40206.43,39154.48,39295.37,3025.041625,9.057701013,44.5,40.25410599,-911.06,DOWN
1/9/2021 6:00,39293.41,39627.11,38888,38984.86,4352.605937,9.273360561,38.2421875,31.57184784,-308.55,DOWN
1/9/2021 7:00,38978.46,39692,38720,39638.61,3109.889209,9.704679656,31.984375,29.20395925,660.15,UP
1/9/2021 8:00,39639.21,40254.42,39290.86,40172.14,3081.993289,9.920339204,29.203125,24.46818207,532.93,UP
1/9/2021 9:00,40167.54,40790,40164.03,40348.35,3653.415447,9.920339204,26.421875,25.25747827,180.81,UP
1/9/2021 10:00,40348.36,40800,40105.51,40376.03,3130.356558,9.489020108,25.03125,22.88958968,27.67,UP
1/9/2021 11:00,40376.03,41237.44,40256.73,40565.77,4682.991247,9.489020108,25.7265625,19.7324049,189.74,UP
1/9/2021 12:00,40565.77,40912.48,40410.01,40874.99,2732.201204,9.704679656,27.8125,26.04677447,309.22,UP
1/9/2021 13:00,40874.99,41222,40679.1,41051.65,3818.65745,9.704679656,30.59375,27.62536686,176.66,UP
1/9/2021 14:00,41051.66,41380,40700,40819.01,3867.781192,9.704679656,32.6796875,27.62536686,-232.65,DOWN
1/9/2021 15:00,40819.01,40953,40200,40525.15,3364.433164,9.704679656,31.2890625,31.57184784,-293.86,DOWN
1/9/2021 16:00,40525.16,40649.96,39869,39995.1,3942.095173,9.920339204,31.984375,30.78255164,-530.06,DOWN
1/9/2021 17:00,39995.09,40586.87,39985.45,40421.4,2205.653031,9.704679656,33.375,29.20395925,426.31,UP
1/9/2021 18:00,40421.4,40800,40417.36,40650.01,2109.16468,9.704679656,34.765625,27.62536686,228.61,UP
1/9/2021 19:00,40650,40880,40469.4,40665.91,1864.142493,10.13599875,34.765625,31.57184784,15.91,UP
1/9/2021 20:00,40665.91,40781.69,40050,40606.22,3330.651765,10.3516583,36.8515625,34.72903262,-59.69,DOWN
1/9/2021 21:00,40610.35,40755,40483.17,40718.8,2433.80943,10.56731785,39.6328125,37.09692121,108.45,UP
1/9/2021 22:00,40718.81,40743.47,40120,40281.09,1973.252287,10.56731785,40.328125,34.72903262,-437.72,DOWN
1/9/2021 23:00,40283.73,40415.01,39928.91,40088.22,3255.535761,10.3516583,43.109375,37.8862174,-195.51,DOWN
1/10/2021 0:00,40088.22,40736.76,40087.15,40581.48,2697.151944,9.489020108,41.0234375,36.30762501,493.26,UP
1/10/2021 1:00,40581.48,41350,40450.05,41141.56,4299.152502,9.057701013,42.4140625,38.6755136,560.08,UP
1/10/2021 2:00,41141.55,41145.21,40814.04,40945.28,2353.852746,8.842041465,41.0234375,36.30762501,-196.27,DOWN
1/10/2021 3:00,40942.75,40991.2,40250,40316.64,2477.288512,8.410722369,43.109375,41.04340219,-626.11,DOWN
1/10/2021 4:00,40320.67,40602.29,40050,40342.46,2786.996809,8.195062821,40.328125,35.51832882,21.79,UP
1/10/2021 5:00,40342.46,40665.23,40260,40451.84,2044.479107,7.979403273,37.546875,34.72903262,109.38,UP
1/10/2021 6:00,40451.74,41073.26,40350,40904.5,2194.912951,7.979403273,33.375,31.57184784,452.76,UP
1/10/2021 7:00,40904.5,41066.62,40660.88,40978.57,2143.462273,8.626381917,30.59375,33.93973643,74.07,UP
1/10/2021 8:00,40978.57,41033,40555,40798.29,2415.931335,9.057701013,26.421875,29.20395925,-180.28,DOWN
1/10/2021 9:00,40798.3,41060,40732,40768.48,2642.958747,8.842041465,26.421875,26.04677447,-29.82,DOWN
1/10/2021 10:00,40768.3,40850,40000,40429.2,5145.086741,8.626381917,25.7265625,26.04677447,-339.1,DOWN
